ActivityNumber,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,Day(s),NumberOfHours,NumberOfDates,Fee
214.4.0860,Tennis - Ralleyball 2,Spring 2013,Closed,Sports,Evergreen Community Center,10,2013-04-09T00:00:00,2013-05-28T00:00:00,17:05:00,18:00:00,8,11,Tu,14.6669999999999998152588887023739516735076904296875,16,132
214.4.0864,Tennis - Ralleyball 2,Spring 2013,Closed,Sports,Evergreen Community Center,7,2013-04-06T00:00:00,2013-06-01T00:00:00,11:30:00,12:25:00,8,11,Sa,7.3330000000000001847411112976260483264923095703125,8,132
214.4.0867,Tennis- Intermediate,Spring 2013,Closed,Sports,Evergreen Community Center,5,2013-04-06T00:00:00,2013-06-01T00:00:00,08:30:00,09:25:00,16,0,Sa,7.3330000000000001847411112976260483264923095703125,8,145
214.4.0868,Tennis- Intermediate,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,20:00:00,20:55:00,16,0,Tu,0,0,145
214.4.0231,Tumble Time!- NEW Dates,Spring 2013,Cancelled,Sports,Evergreen Community Center,0,2013-04-16T00:00:00,2013-06-04T00:00:00,15:30:00,16:15:00,3,6,Tu,0,0,109
352.4.0823,BMX & Skateboard Camp,Spring 2013,Closed,Sports,Lake Cunningham Regional Skate Park,6,2013-04-01T00:00:00,2013-04-05T00:00:00,10:00:00,13:00:00,5,16,M Tu W Th F,0,0,158.5
352.4.0824,BMX & Skateboard Camp,Spring 2013,Closed,Sports,Lake Cunningham Regional Skate Park,7,2013-04-08T00:00:00,2013-04-12T00:00:00,10:00:00,13:00:00,5,16,M Tu W Th F,0,0,158.5
381.4.0922,Adult Basketball-Competitive,Spring 2013,Closed,Sports Leagues,Mayfair Community Center,6,2013-04-23T00:00:00,2013-06-25T00:00:00,19:00:00,22:00:00,18,99,Tu,30,10,700
252.4.9223,Adult Basketball - Competitive,Spring 2013,Closed,Sports Leagues,Almaden Community Center,6,2013-04-24T00:00:00,2013-07-17T00:00:00,19:00:00,22:00:00,18,0,W,39,13,700
252.4.9224,Adult Basketball - Recreational,Spring 2013,Closed,Sports Leagues,Almaden Community Center,5,2013-04-25T00:00:00,2013-06-27T00:00:00,19:00:00,22:00:00,18,0,Th,30,10,700
252.4.9222,Adult Basketball - Top Gun,Spring 2013,Closed,Sports Leagues,Almaden Community Center,5,2013-04-22T00:00:00,2013-07-01T00:00:00,19:00:00,22:00:00,18,0,M,30,10,700
252.4.0232,San Jose Athletics Youth Basketball Series,Spring 2013,Closed,Sports Leagues,Almaden Community Center,19,2013-04-15T00:00:00,2013-06-10T00:00:00,17:00:00,18:00:00,7,9,M,8,8,75
252.4.0233,San Jose Athletics Youth Basketball Series,Spring 2013,Closed,Sports Leagues,Almaden Community Center,14,2013-04-17T00:00:00,2013-06-12T00:00:00,17:00:00,18:00:00,10,12,W,9,9,75
289.4.0903,Basketball League Competitive Boys,Spring 2013,Closed,Sports Leagues,Alum Rock Community Center,79,2013-04-13T00:00:00,2013-06-08T00:00:00,11:15:00,12:15:00,10,12,Sa,8,8,98
289.4.0904,Basketball League Competitive Boys,Spring 2013,Closed,Sports Leagues,Alum Rock Community Center,41,2013-04-13T00:00:00,2013-06-08T00:00:00,13:45:00,14:45:00,13,15,Sa,8,8,98
289.4.0913,Basketball League Competitive Girls,Spring 2013,Closed,Sports Leagues,Alum Rock Community Center,22,2013-04-13T00:00:00,2013-06-08T00:00:00,12:30:00,13:30:00,10,12,Sa,8,8,98
289.4.0914,Basketball League Competitive Girls,Spring 2013,Closed,Sports Leagues,Alum Rock Community Center,8,2013-04-13T00:00:00,2013-06-08T00:00:00,15:00:00,16:00:00,13,15,Sa,8,8,98
289.4.0902,Future Stars,Spring 2013,Closed,Sports Leagues,Alum Rock Community Center,47,2013-04-13T00:00:00,2013-06-01T00:00:00,10:00:00,11:00:00,7,9,Sa,7,7,80
289.4.0901,Little Ballers,Spring 2013,Closed,Sports Leagues,Alum Rock Community Center,17,2013-04-13T00:00:00,2013-06-01T00:00:00,09:00:00,10:00:00,5,6,Sa,7,7,80
296.4.0903,Basketball League Competitive Co-Ed,Spring 2013,Cancelled,Sports Leagues,Bascom Community Center,0,2013-04-20T00:00:00,2013-06-08T00:00:00,11:30:00,12:30:00,9,11,Sa,0,0,80
296.4.0901,Basketball League Non-Competitive Co-Ed,Spring 2013,Cancelled,Sports Leagues,Bascom Community Center,0,2013-04-20T00:00:00,2013-06-08T00:00:00,09:00:00,10:00:00,5,6,Sa,0,0,80
296.4.0902,Basketball League Non-Competitive Co-Ed,Spring 2013,Cancelled,Sports Leagues,Bascom Community Center,0,2013-04-20T00:00:00,2013-06-08T00:00:00,10:15:00,11:15:00,7,8,Sa,0,0,80
231.4.1055,Adult Basketball-Competitive,Spring 2013,Closed,Sports Leagues,Seven Trees Community Center,8,2013-04-11T00:00:00,2013-06-20T00:00:00,19:00:00,22:00:00,17,99,Th,33,11,700
231.4.0900,Teen Basketball League,Spring 2013,Closed,Sports Leagues,Seven Trees Community Center,108,2013-03-29T00:00:00,2013-05-31T00:00:00,17:00:00,20:00:00,11,18,F,30,10,25
210.4.0801,Cheerleading,Spring 2013,Closed,Sports,Mayfair Community Center,0,2013-04-17T00:00:00,2013-06-05T00:00:00,17:30:00,18:25:00,5,12,W,7.3330000000000001847411112976260483264923095703125,8,97
210.4.0800,Mini Gym Stars,Spring 2013,Cancelled,Sports,Mayfair Community Center,0,2013-04-17T00:00:00,2013-06-05T00:00:00,15:30:00,16:25:00,3,6,W,0,0,97
231.4.0801,Gym Stars,Spring 2013,Cancelled,Sports,Seven Trees Community Center,0,2013-04-09T00:00:00,2013-05-28T00:00:00,18:00:00,18:55:00,7,12,Tu,0,0,97
231.4.0813,Jr. Soccer,Spring 2013,Closed,Sports,Seven Trees Community Center,18,2013-04-20T00:00:00,2013-06-01T00:00:00,09:10:00,10:00:00,4,6,Sa,5,6,82
231.4.0811,Karate (Kenpo) - Level 1,Spring 2013,Closed,Sports,Seven Trees Community Center,14,2013-04-10T00:00:00,2013-05-29T00:00:00,16:30:00,17:20:00,5,14,W,6.6669999999999998152588887023739516735076904296875,8,90
231.4.0812,Karate (Kenpo) - Level 2/3,Spring 2013,Closed,Sports,Seven Trees Community Center,9,2013-04-10T00:00:00,2013-05-29T00:00:00,17:30:00,18:20:00,5,14,W,6.6669999999999998152588887023739516735076904296875,8,90
231.4.0802,Mini Gym Stars,Spring 2013,Closed,Sports,Seven Trees Community Center,7,2013-04-09T00:00:00,2013-05-28T00:00:00,17:00:00,17:55:00,3,6,Tu,7.3330000000000001847411112976260483264923095703125,8,97
231.4.0814,Soccer Basics,Spring 2013,Closed,Sports,Seven Trees Community Center,17,2013-04-20T00:00:00,2013-06-01T00:00:00,10:15:00,11:15:00,7,11,Sa,6,6,86
216.4.0804,Mini Gym Stars,Spring 2013,Closed,Sports,Southside Community Center,13,2013-04-10T00:00:00,2013-05-29T00:00:00,16:00:00,16:55:00,3,6,W,7.3330000000000001847411112976260483264923095703125,8,97
216.4.0800,Soccer 1,Spring 2013,Closed,Sports,Southside Community Center,14,2013-04-20T00:00:00,2013-06-15T00:00:00,14:45:00,15:30:00,5,6,Sa,6,8,102
216.4.0803,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Southside Community Center,14,2013-04-20T00:00:00,2013-06-15T00:00:00,17:00:00,17:35:00,4,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
216.4.0801,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Southside Community Center,9,2013-04-20T00:00:00,2013-06-15T00:00:00,15:35:00,16:20:00,7,10,Sa,6,8,114
216.4.0802,"Soccer, Tot",Spring 2013,Closed,Sports,Southside Community Center,5,2013-04-20T00:00:00,2013-06-15T00:00:00,16:25:00,16:55:00,3,4,Sa,4,8,102
233.4.0831,Cheerleading,Spring 2013,Cancelled,Sports,Willow Glen Community Center,0,2013-04-08T00:00:00,2013-06-03T00:00:00,17:30:00,18:25:00,5,12,M,0,0,97
233.4.0801,Mini Gym Stars,Spring 2013,Closed,Sports,Willow Glen Community Center,5,2013-04-15T00:00:00,2013-06-10T00:00:00,15:30:00,16:25:00,3,6,M,7.3330000000000001847411112976260483264923095703125,8,97
233.4.0830,Parent / Toddler Dance & Gym,Spring 2013,Closed,Sports,Willow Glen Community Center,5,2013-04-15T00:00:00,2013-06-10T00:00:00,16:30:00,17:25:00,1,3,M,7.3330000000000001847411112976260483264923095703125,8,97
233.4.0805,Soccer 1,Spring 2013,Closed,Sports,Willow Glen Community Center,17,2013-04-20T00:00:00,2013-06-15T00:00:00,15:40:00,16:25:00,5,6,Sa,6,8,102
233.4.0812,Soccer 1,Spring 2013,Closed,Sports,Willow Glen Community Center,17,2013-04-18T00:00:00,2013-06-06T00:00:00,15:40:00,16:25:00,5,6,Th,6,8,102
233.4.0816,Soccer 1,Spring 2013,Closed,Sports,Willow Glen Community Center,20,2013-04-15T00:00:00,2013-06-10T00:00:00,15:45:00,16:30:00,5,6,M,6,8,102
233.4.0817,Soccer 2,Spring 2013,Closed,Sports,Willow Glen Community Center,10,2013-04-15T00:00:00,2013-06-10T00:00:00,15:45:00,16:30:00,7,8,M,6,8,102
233.4.0807,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Willow Glen Community Center,19,2013-04-20T00:00:00,2013-06-15T00:00:00,11:30:00,12:00:00,2,3,Sa,4,8,102
233.4.0808,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Willow Glen Community Center,11,2013-04-18T00:00:00,2013-06-06T00:00:00,11:05:00,11:35:00,2,3,Th,4,8,102
233.4.0819,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Willow Glen Community Center,21,2013-04-18T00:00:00,2013-06-06T00:00:00,17:15:00,17:45:00,2,3,Th,4,8,102
233.4.0820,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Willow Glen Community Center,8,2013-04-15T00:00:00,2013-06-10T00:00:00,09:30:00,10:00:00,2,3,M,4,8,102
233.4.0823,"Soccer, Mommy/Daddy & Me",Spring 2013,Closed,Sports,Willow Glen Community Center,7,2013-04-20T00:00:00,2013-06-15T00:00:00,12:05:00,12:35:00,2,3,Sa,4,8,102
233.4.0810,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Willow Glen Community Center,18,2013-04-18T00:00:00,2013-06-06T00:00:00,10:20:00,10:55:00,4,5,Th,4.6669999999999998152588887023739516735076904296875,8,102
233.4.0811,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Willow Glen Community Center,8,2013-04-18T00:00:00,2013-06-06T00:00:00,15:00:00,15:35:00,4,5,Th,4.6669999999999998152588887023739516735076904296875,8,102
233.4.0818,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Willow Glen Community Center,26,2013-04-15T00:00:00,2013-06-10T00:00:00,16:35:00,17:10:00,4,5,M,4.6669999999999998152588887023739516735076904296875,8,102
233.4.0821,"Soccer, Pre-Soccer",Spring 2013,Closed,Sports,Willow Glen Community Center,8,2013-04-15T00:00:00,2013-06-10T00:00:00,10:10:00,10:45:00,4,5,M,4.6669999999999998152588887023739516735076904296875,8,102
233.4.0806,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Willow Glen Community Center,5,2013-04-20T00:00:00,2013-06-15T00:00:00,16:30:00,17:15:00,7,10,Sa,6,8,114
233.4.0813,"Soccer, Skillz & Scrimmages",Spring 2013,Closed,Sports,Willow Glen Community Center,5,2013-04-18T00:00:00,2013-06-06T00:00:00,16:30:00,17:15:00,7,10,Th,6,8,114
233.4.0809,"Soccer, Tot",Spring 2013,Closed,Sports,Willow Glen Community Center,15,2013-04-18T00:00:00,2013-06-06T00:00:00,09:45:00,10:15:00,3,4,Th,4,8,102
233.4.0814,"Soccer, Tot",Spring 2013,Closed,Sports,Willow Glen Community Center,10,2013-04-15T00:00:00,2013-06-10T00:00:00,17:15:00,17:45:00,3,4,M,4,8,102
233.4.0815,"Soccer, Tot",Spring 2013,Closed,Sports,Willow Glen Community Center,15,2013-04-18T00:00:00,2013-06-06T00:00:00,17:20:00,17:50:00,3,4,Th,4,8,102
233.4.0822,"Soccer, Tot",Spring 2013,Closed,Sports,Willow Glen Community Center,7,2013-04-15T00:00:00,2013-06-10T00:00:00,10:45:00,11:15:00,3,4,M,4,8,102
233.4.0804,"Soccer, Tot/Pre-Soccer",Spring 2013,Closed,Sports,Willow Glen Community Center,22,2013-04-20T00:00:00,2013-06-15T00:00:00,15:00:00,15:35:00,3,5,Sa,4.6669999999999998152588887023739516735076904296875,8,102
251.3.1881,Cardio Tai Chi,Winter 2013,Cancelled,Active Adults (50+) Classes,Almaden Community Center,0,2013-01-31T00:00:00,2013-02-07T00:00:00,17:00:00,18:00:00,50,0,Th,2,2,43
251.3.1805,Enhance Fitness,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,5,2013-01-15T00:00:00,2013-03-21T00:00:00,10:20:00,11:20:00,50,0,Tu Th,20,20,58
251.3.1809,Feldenkrais,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,36,2013-01-11T00:00:00,2013-02-15T00:00:00,09:40:00,10:40:00,50,0,F,6,6,39
251.3.1810,Feldenkrais,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,35,2013-03-01T00:00:00,2013-03-29T00:00:00,09:40:00,10:40:00,50,0,F,5,5,34
251.3.1811,Feldenkrais,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,15,2013-01-07T00:00:00,2013-02-25T00:00:00,10:00:00,11:00:00,50,0,M,6,6,39
251.3.1812,Feldenkrais,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,12,2013-03-04T00:00:00,2013-03-25T00:00:00,10:00:00,11:00:00,50,0,M,4,4,29
251.3.1822,Line Dance Beginner-Intermediate,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,63,2013-01-10T00:00:00,2013-03-07T00:00:00,08:30:00,11:00:00,50,0,Th,20,8,32
251.3.1824,Line Dance Beginner-Intermediate,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,58,2013-03-14T00:00:00,2013-05-02T00:00:00,08:30:00,11:00:00,50,0,Th,20,8,32
251.3.1817,Line Dance Novice,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,31,2013-02-27T00:00:00,2013-04-03T00:00:00,13:00:00,14:30:00,50,0,W,9,6,30
251.3.1819,Line Dance Novice,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,31,2013-01-09T00:00:00,2013-02-13T00:00:00,13:00:00,14:30:00,50,0,W,9,6,30
251.3.1823,Matter of Balance,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,17,2013-02-05T00:00:00,2013-02-28T00:00:00,13:00:00,15:00:00,50,0,Tu Th,16,8,18
251.3.1828,Memoir Writing,Winter 2013,Cancelled,Active Adults (50+) Classes,Almaden Community Center,0,2013-01-07T00:00:00,2013-01-07T00:00:00,10:00:00,11:30:00,50,0,M,1.5,1,39
251.3.1830,Memoir Writing,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,9,2013-02-25T00:00:00,2013-03-25T00:00:00,10:00:00,11:30:00,50,0,M,7.5,5,43
251.3.1827,Memoir Writing for Beginners,Winter 2013,Cancelled,Active Adults (50+) Classes,Almaden Community Center,0,2013-02-25T00:00:00,2013-03-25T00:00:00,08:15:00,09:45:00,50,0,M,7.5,5,43
251.3.1835,Morning Stretch/Body Conditioning,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,165,2013-01-04T00:00:00,2013-05-31T00:00:00,08:00:00,08:40:00,50,0,M W F,40,60,30
251.3.1836,Morning Stretch/Body Conditioning,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,114,2013-01-04T00:00:00,2013-05-31T00:00:00,08:50:00,09:30:00,50,0,M W F,40,60,30
251.3.1855,Piano Keyboarding 1A,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,16,2013-01-04T00:00:00,2013-02-15T00:00:00,09:30:00,10:15:00,50,0,F,5.25,7,26
251.3.1856,Piano Keyboarding 1A,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,15,2013-02-22T00:00:00,2013-03-29T00:00:00,09:30:00,10:15:00,50,0,F,4.5,6,26
251.3.1857,Piano Keyboarding 1B,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,14,2013-01-04T00:00:00,2013-02-08T00:00:00,10:30:00,11:15:00,50,0,F,4.5,6,26
251.3.1858,Piano Keyboarding 1B,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,15,2013-02-22T00:00:00,2013-03-29T00:00:00,10:30:00,11:15:00,50,0,F,4.5,6,26
251.3.1864,Spanish Intermediate,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,21,2013-01-07T00:00:00,2013-03-25T00:00:00,13:00:00,15:00:00,50,0,M,20,10,49
251.3.1871,Tai Chi,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,11,2013-01-09T00:00:00,2013-02-13T00:00:00,10:30:00,11:30:00,50,0,W,6,6,43
251.3.1872,Tai Chi,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,17,2013-02-20T00:00:00,2013-03-27T00:00:00,10:30:00,11:30:00,50,0,W,6,6,43
251.3.1882,Tai Chi for Strength & Balance,Winter 2013,Cancelled,Active Adults (50+) Classes,Almaden Community Center,0,2013-01-10T00:00:00,2013-01-10T00:00:00,15:30:00,16:30:00,50,0,Th,2,2,36
251.3.1883,Tai Chi for Strength & Balance,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,9,2013-02-14T00:00:00,2013-03-28T00:00:00,15:30:00,16:30:00,50,0,Th,6,6,36
251.3.1818,Variety Cooking Class,Winter 2013,Cancelled,Active Adults (50+) Classes,Almaden Community Center,0,2013-03-05T00:00:00,2013-03-26T00:00:00,10:00:00,12:00:00,50,0,Tu,8,4,91
251.3.1880,Voice Lessons,Winter 2013,Cancelled,Active Adults (50+) Classes,Almaden Community Center,0,2013-01-15T00:00:00,2013-01-15T00:00:00,15:00:00,17:00:00,50,0,Tu,2,1,43
251.3.1885,Yoga - Gentle,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,42,2013-01-11T00:00:00,2013-02-15T00:00:00,10:50:00,11:50:00,50,0,F,6,6,39
251.3.1886,Yoga - Gentle,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,42,2013-03-01T00:00:00,2013-03-29T00:00:00,10:50:00,11:50:00,50,0,F,5,5,34
251.3.1990,Yuan Ji Dance,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,36,2013-01-07T00:00:00,2013-03-25T00:00:00,13:00:00,15:00:00,50,0,M,20,10,16
251.3.1892,Zumba Gold,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,39,2013-01-03T00:00:00,2013-01-31T00:00:00,08:00:00,09:00:00,50,0,Tu Th,9,9,45
251.3.1893,Zumba Gold,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,40,2013-02-05T00:00:00,2013-02-28T00:00:00,08:00:00,09:00:00,50,0,Tu Th,8,8,41
251.3.1894,Zumba Gold,Winter 2013,Closed,Active Adults (50+) Classes,Almaden Community Center,40,2013-03-05T00:00:00,2013-03-21T00:00:00,08:00:00,09:00:00,50,0,Tu Th,6,6,33
213.3.1801,Line Dancing - Beg,Winter 2013,Closed,Active Adults (50+) Classes,Berryessa Community Center,11,2013-01-18T00:00:00,2013-02-22T00:00:00,08:45:00,09:45:00,50,99,F,6,6,50
213.3.1803,Mixed Media Art,Winter 2013,Closed,Active Adults (50+) Classes,Berryessa Community Center,15,2013-01-11T00:00:00,2013-02-22T00:00:00,13:00:00,15:00:00,50,99,F,14,7,55
213.3.1804,Mixed Media Art,Winter 2013,Closed,Active Adults (50+) Classes,Berryessa Community Center,19,2013-03-01T00:00:00,2013-04-05T00:00:00,13:00:00,15:00:00,50,99,F,12,6,49
213.3.1805,Watercolor Mania,Winter 2013,Closed,Active Adults (50+) Classes,Berryessa Community Center,15,2013-01-11T00:00:00,2013-02-22T00:00:00,10:00:00,12:00:00,50,99,F,14,7,55
213.3.1806,Watercolor Mania,Winter 2013,Closed,Active Adults (50+) Classes,Berryessa Community Center,14,2013-03-01T00:00:00,2013-04-05T00:00:00,10:00:00,12:00:00,50,99,F,12,6,49
213.3.1807,Zumba-Platinum,Winter 2013,Cancelled,Active Adults (50+) Classes,Berryessa Community Center,0,2013-01-15T00:00:00,2013-01-22T00:00:00,13:30:00,14:30:00,50,99,Tu,2,2,44
213.3.1808,Zumba-Platinum,Winter 2013,Closed,Active Adults (50+) Classes,Berryessa Community Center,13,2013-02-26T00:00:00,2013-04-02T00:00:00,13:30:00,14:30:00,50,99,Tu,6,6,44
257.3.1870,Antiques: Through the Eyes of A Collector,Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,20,2013-01-22T00:00:00,2013-02-26T00:00:00,10:00:00,12:00:00,50,99,Tu,12,6,110
257.3.1875,Enhance Fitness,Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,34,2013-01-22T00:00:00,2013-04-09T00:00:00,10:40:00,11:40:00,50,99,Tu Th,21,21,49
257.3.1817,Feldenkrais,Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,16,2013-01-15T00:00:00,2013-02-26T00:00:00,13:30:00,14:30:00,50,100,Tu,7,7,43
257.3.1818,Feldenkrais,Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,14,2013-03-05T00:00:00,2013-04-23T00:00:00,13:30:00,14:30:00,50,100,Tu,7,7,43
257.3.1843,Matter of Balance,Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,13,2013-02-12T00:00:00,2013-05-14T00:00:00,09:00:00,10:15:00,50,0,Tu,17.75,14,18
257.3.1820,Zumba Gold,Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,32,2013-03-11T00:00:00,2013-05-20T00:00:00,10:00:00,11:00:00,50,99,M,9,9,44
257.3.1816,Zumba Gold (Workshop),Winter 2013,Closed,Active Adults (50+) Classes,Camden Community Center,3,2013-03-04T00:00:00,2013-03-04T00:00:00,10:00:00,11:00:00,50,99,M,1,1,0
256.3.1835,Arthritis Foundation Exercise Program,Winter 2013,Cancelled,Active Adults (50+) Classes,Cypress Community & Senior Center,0,2013-01-16T00:00:00,2013-02-06T00:00:00,10:15:00,11:15:00,50,0,M W,7,7,36
256.3.1836,Arthritis Foundation Exercise Program,Winter 2013,Cancelled,Active Adults (50+) Classes,Cypress Community & Senior Center,0,2013-02-20T00:00:00,2013-03-13T00:00:00,10:15:00,11:15:00,50,0,M W,7,7,36
256.3.1837,Arthritis Foundation Exercise Program,Winter 2013,Cancelled,Active Adults (50+) Classes,Cypress Community & Senior Center,0,2013-03-25T00:00:00,2013-04-17T00:00:00,10:15:00,11:15:00,50,0,M W,7,7,36
256.3.1831,Arthritis Foundation Walk with Ease Program,Winter 2013,Cancelled,Active Adults (50+) Classes,Cypress Community & Senior Center,0,2013-01-16T00:00:00,2013-02-25T00:00:00,09:00:00,10:00:00,50,0,M W,11,11,41
256.3.1832,Arthritis Foundation Walk with Ease Program,Winter 2013,Cancelled,Active Adults (50+) Classes,Cypress Community & Senior Center,0,2013-03-04T00:00:00,2013-04-15T00:00:00,09:00:00,10:00:00,50,0,M W,12,12,41
256.3.1821,Chair Exercise,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,16,2013-01-08T00:00:00,2013-02-14T00:00:00,12:30:00,13:30:00,50,0,Tu Th,12,12,49
256.3.1822,Chair Exercise,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,17,2013-02-26T00:00:00,2013-04-04T00:00:00,12:30:00,13:30:00,50,0,Tu Th,12,12,49
256.3.1813,Enhance Fitness,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,20,2013-01-09T00:00:00,2013-03-22T00:00:00,08:30:00,09:30:00,50,0,W F,22,22,65
256.3.1851,Health Management  w/Qigoing,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,21,2013-01-10T00:00:00,2013-02-14T00:00:00,09:00:00,11:00:00,50,0,Th,12,6,34
256.3.1852,Health Management  w/Qigoing,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,26,2013-02-28T00:00:00,2013-04-04T00:00:00,09:00:00,11:00:00,50,0,Th,12,6,34
256.3.1841,Health Management w/ Tai Chi Chih,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,27,2013-01-08T00:00:00,2013-02-12T00:00:00,09:00:00,11:00:00,50,0,Tu,12,6,34
256.3.1842,Health Management w/ Tai Chi Chih,Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,30,2013-02-26T00:00:00,2013-04-02T00:00:00,09:00:00,11:00:00,50,0,Tu,12,6,34
256.3.1871,"Line Dance,  Intermediate",Winter 2013,Closed,Active Adults (50+) Classes,Cypress Community & Senior Center,30,2013-01-07T00:00:00,2013-02-11T00:00:00,12:30:00,14:30:00,50,0,M,10,5,42
