ActivityNumber,ActivityName,SeasonName,Status,CategoryName,Community Center,NumberEnrolled,BeginningDate,EndingDate,StartingTime,EndingTime,Minimum Age,Maximum Age,Day(s),NumberOfHours,NumberOfDates,Fee
322.2.0485,Flashlight Safari - Nocturnal Senses,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,9,2013-10-18T00:00:00,2013-10-18T00:00:00,19:30:00,21:00:00,3,0,F,1.5,1,21
322.2.0489,Flashlight Safari - Nocturnal Senses,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,9,2013-10-25T00:00:00,2013-10-25T00:00:00,19:30:00,21:00:00,3,0,F,1.5,1,21
322.2.0403,Stroller Safari Animal Toys,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,4,2013-10-08T00:00:00,2013-10-22T00:00:00,10:00:00,11:00:00,0,3,Tu,3,3,41
322.2.0401,Stroller Safari Backyard Buddies,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,0,2013-09-10T00:00:00,2013-09-24T00:00:00,10:00:00,11:00:00,0,3,Tu,3,3,41
322.2.0405,Stroller Safari Move like the Animals,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,6,2013-11-05T00:00:00,2013-11-19T00:00:00,10:00:00,11:00:00,0,3,Tu,3,3,41
322.2.0471,Sunrise Safari - Breakfast with the Animals,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,6,2013-09-14T00:00:00,2013-09-14T00:00:00,09:00:00,10:00:00,0,0,Sa,1,1,21
322.2.0421,Tales for Tots - Animals in Motion,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,5,2013-09-11T00:00:00,2013-09-25T00:00:00,10:00:00,11:00:00,1,4,W,3,3,61
322.2.0423,Tales for Tots - Barnyard Buddies,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,6,2013-10-09T00:00:00,2013-10-23T00:00:00,10:00:00,11:00:00,1,4,W,3,3,65
322.2.0425,Tales for Tots - Hide and Seek,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,4,2013-11-06T00:00:00,2013-11-20T00:00:00,10:00:00,11:00:00,1,4,W,3,3,61
322.2.0432,Wild Science - All About Africa,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,16,2013-10-19T00:00:00,2013-10-19T00:00:00,10:00:00,12:00:00,3,7,Sa,2,1,21
322.2.0433,Wild Science - Nocturnal Nights,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,9,2013-11-16T00:00:00,2013-11-16T00:00:00,10:00:00,12:00:00,3,7,Sa,2,1,21
322.2.0431,Wild Science - Reptile Files,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,10,2013-09-21T00:00:00,2013-09-21T00:00:00,10:00:00,12:00:00,3,7,Sa,2,1,21
322.2.0412,Winter Break Day Camp,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,11,2014-01-03T00:00:00,2014-01-03T00:00:00,09:00:00,16:00:00,4,12,F,0,0,61
322.2.0414,Winter Break Day Camp,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,24,2013-12-30T00:00:00,2013-12-30T00:00:00,09:00:00,16:00:00,4,12,M,7,1,61
322.2.0415,Winter Break Day Camp,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,24,2013-12-30T00:00:00,2013-12-30T00:00:00,09:00:00,16:00:00,4,12,M,0,0,61
322.2.0416,Winter Break Day Camp,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,24,2014-01-03T00:00:00,2014-01-03T00:00:00,09:00:00,16:00:00,4,12,F,7,1,61
322.2.0451,Zooteen Shadow - Animal Care,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,6,2013-10-12T00:00:00,2013-10-12T00:00:00,09:00:00,13:00:00,9,14,Sa,4,1,41
322.2.0453,Zooteen Shadow - Animal Care,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,8,2013-12-14T00:00:00,2013-12-14T00:00:00,09:00:00,13:00:00,9,14,Sa,4,1,41
322.2.0452,Zooteen Shadow - Meet & Greet,Fall 2013,Closed,Education & Enrichment,Happy Hollow Park & Zoo,8,2013-10-12T00:00:00,2013-10-12T00:00:00,09:00:00,13:00:00,9,14,Sa,0,0,41
210.2.0400,Computer Basics,Fall 2013,Cancelled,Education & Enrichment,Mayfair Community Center,0,2013-09-14T00:00:00,2013-10-19T00:00:00,10:00:00,11:30:00,16,99,Sa,0,0,76
216.2.0402,Spanish for School-age Children - (Beginners),Fall 2013,Closed,Education & Enrichment,Southside Community Center,6,2013-09-12T00:00:00,2013-12-19T00:00:00,15:45:00,16:45:00,6,8,Th,14,14,150
216.2.0403,Spanish for School-age Children - (Beginners),Fall 2013,Cancelled,Education & Enrichment,Southside Community Center,0,2013-09-10T00:00:00,2013-12-17T00:00:00,16:45:00,17:45:00,8,12,Tu,0,0,159
216.2.0404,Spanish for School-age Children - (Continuing),Fall 2013,Closed,Education & Enrichment,Southside Community Center,7,2013-09-12T00:00:00,2013-12-19T00:00:00,16:45:00,17:45:00,6,9,Th,14,14,150
216.2.0405,Spanish for School-age Children - (Continuing),Fall 2013,Cancelled,Education & Enrichment,Southside Community Center,0,2013-09-12T00:00:00,2013-12-19T00:00:00,17:00:00,18:00:00,10,12,Th,0,0,150
216.2.0400,Speak Up!,Fall 2013,Cancelled,Education & Enrichment,Southside Community Center,0,2013-09-11T00:00:00,2013-09-11T00:00:00,15:45:00,16:45:00,7,9,W,1,1,91
216.2.0401,Speak Up!,Fall 2013,Cancelled,Education & Enrichment,Southside Community Center,0,2013-09-11T00:00:00,2013-09-11T00:00:00,17:00:00,18:00:00,10,12,W,1,1,91
233.2.0402,Amazing Anime--ation!,Fall 2013,Cancelled,Education & Enrichment,Willow Glen Community Center,0,2013-09-12T00:00:00,2013-11-07T00:00:00,16:30:00,18:00:00,8,13,Th,0,0,147
233.2.0403,Chess Basics,Fall 2013,Cancelled,Education & Enrichment,Willow Glen Community Center,0,2013-09-11T00:00:00,2013-10-30T00:00:00,17:30:00,18:30:00,8,13,W,0,0,85
233.2.0401,Filmmaking from Script to Premiere,Fall 2013,Cancelled,Education & Enrichment,Willow Glen Community Center,0,2013-09-11T00:00:00,2013-10-30T00:00:00,17:30:00,19:00:00,8,13,W,0,0,147
233.2.0400,Video Game Design & Development,Fall 2013,Cancelled,Education & Enrichment,Willow Glen Community Center,0,2013-09-10T00:00:00,2013-10-29T00:00:00,16:30:00,18:00:00,8,16,Tu,0,0,170
252.2.1101,Fall Break Camp Almaden C.C. Extended Care,Fall 2013,Closed,Extended Care,Almaden Community Center,22,2013-09-30T00:00:00,2013-10-04T00:00:00,15:00:00,18:00:00,5,12,M Tu W Th F,15,5,40
353.2.1001,Almaden Lake Park Camp Extended Care,Fall 2013,Cancelled,Extended Care,Almaden Lake Park,0,2013-09-30T00:00:00,2013-10-04T00:00:00,15:00:00,17:00:00,5,12,M Tu W Th F,0,0,35
252.2.0505,YogaLite (Hatha),Fall 2013,Closed,Health & Fitness,Almaden Community Center,14,2013-09-09T00:00:00,2013-10-21T00:00:00,18:00:00,19:00:00,14,0,M,6,6,103
252.2.0506,YogaLite (Hatha),Fall 2013,Closed,Health & Fitness,Almaden Community Center,8,2013-10-23T00:00:00,2013-12-04T00:00:00,18:30:00,20:00:00,14,0,W,9,6,151
252.2.0507,YogaLite (Hatha),Fall 2013,Closed,Health & Fitness,Almaden Community Center,14,2013-10-28T00:00:00,2013-12-09T00:00:00,18:00:00,19:00:00,14,0,M,6,6,103
252.2.0508,YogaLite (Hatha),Fall 2013,Closed,Health & Fitness,Almaden Community Center,8,2013-09-11T00:00:00,2013-10-16T00:00:00,18:30:00,20:00:00,14,0,W,9,6,151
353.2.0501,Bootcamp,Fall 2013,Cancelled,Health & Fitness,Almaden Lake Park,0,2013-09-12T00:00:00,2013-10-31T00:00:00,18:00:00,19:00:00,14,0,Th,0,0,89
214.2.0508,Yogalite (Hatha),Fall 2013,Cancelled,Health & Fitness,Evergreen Community Center,0,2013-09-13T00:00:00,2013-10-04T00:00:00,09:15:00,10:15:00,14,0,F,0,0,67
214.2.0509,Yogalite (Hatha),Fall 2013,Cancelled,Health & Fitness,Evergreen Community Center,0,2013-10-11T00:00:00,2013-11-01T00:00:00,09:15:00,10:15:00,14,0,F,0,0,67
214.2.0510,Yogalite (Hatha),Fall 2013,Cancelled,Health & Fitness,Evergreen Community Center,0,2013-11-08T00:00:00,2013-12-13T00:00:00,09:15:00,10:15:00,14,0,F,0,0,83
216.2.0500,Yogalite (Hatha),Fall 2013,Closed,Health & Fitness,Southside Community Center,9,2013-09-10T00:00:00,2013-10-29T00:00:00,17:30:00,19:00:00,14,99,Tu,12,8,198
216.2.0501,Yogalite (Hatha),Fall 2013,Closed,Health & Fitness,Southside Community Center,10,2013-11-12T00:00:00,2013-12-17T00:00:00,17:30:00,19:00:00,14,99,Tu,9,6,151
233.2.0501,Prenatal Pilates,Fall 2013,Cancelled,Health & Fitness,Willow Glen Community Center,0,2013-09-12T00:00:00,2013-10-24T00:00:00,08:30:00,09:30:00,18,0,Th,0,0,79
233.2.0500,UJAM,Fall 2013,Closed,Health & Fitness,Willow Glen Community Center,2,2013-09-10T00:00:00,2013-10-22T00:00:00,18:00:00,19:00:00,18,0,Tu,7,7,79
255.2.1818,Yoga - Gentle,Fall 2013,Closed,Health & Fitness,Willow Glen Community Center,13,2013-10-03T00:00:00,2013-11-07T00:00:00,18:00:00,19:00:00,18,0,Th,6,6,50
255.2.1819,Yoga - Gentle,Fall 2013,Closed,Health & Fitness,Willow Glen Community Center,12,2013-11-21T00:00:00,2013-12-19T00:00:00,18:00:00,19:00:00,18,0,Th,4,4,36
252.2.0600,Guitar - Beginning,Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,8,2013-09-17T00:00:00,2013-11-05T00:00:00,16:30:00,17:30:00,8,14,Tu,8,8,89
252.2.0609,Piano Beethoven Beginners,Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,09:50:00,10:35:00,4,5,Sa,6,8,122
252.2.0627,Piano Keyboard  Semi Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,4,2013-11-18T00:00:00,2013-12-16T00:00:00,18:50:00,19:35:00,6,12,M,3.75,5,107
252.2.0604,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,17:10:00,17:55:00,6,12,M,5.25,7,108
252.2.0606,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,18:50:00,19:35:00,6,12,M,5.25,7,108
252.2.0605,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,8,2013-09-09T00:00:00,2013-10-28T00:00:00,18:00:00,18:45:00,6,12,M,5.25,7,108
252.2.0625,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,7,2013-11-18T00:00:00,2013-12-16T00:00:00,17:10:00,17:55:00,6,12,M,3.75,5,75
252.2.0626,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,3,2013-11-18T00:00:00,2013-12-16T00:00:00,18:00:00,18:45:00,6,12,M,3.75,5,75
252.2.0616,Piano Keyboard Semi Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,4,2013-09-09T00:00:00,2013-10-28T00:00:00,16:20:00,17:05:00,6,12,M,5.25,7,152
252.2.0620,Piano Keyboard Semi Private (Intermediate),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,4,2013-11-18T00:00:00,2013-12-16T00:00:00,16:20:00,17:05:00,6,12,M,3.75,5,107
252.2.0608,Piano Mozart Masters,Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,5,2013-09-14T00:00:00,2013-11-02T00:00:00,09:00:00,09:45:00,4,5,Sa,6,8,122
252.2.0623,Piano Mozart Masters,Fall 2013,Cancelled,Music & Theater Arts,Almaden Community Center,0,2013-11-16T00:00:00,2013-12-21T00:00:00,09:00:00,09:45:00,4,5,Sa,0,0,75
252.2.0624,Piano Mozart Masters,Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,6,2013-11-16T00:00:00,2013-12-21T00:00:00,09:50:00,10:35:00,4,5,Sa,3.75,5,75
252.2.0610,Vocals (Beginner),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,11:30:00,12:15:00,6,12,Sa,6,8,122
252.2.0621,Vocals (Beginner),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,4,2013-11-16T00:00:00,2013-12-21T00:00:00,11:30:00,12:15:00,6,12,Sa,3.75,5,75
252.2.0615,Vocals Level (Intermediate),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,10:40:00,11:25:00,6,12,Sa,6,8,122
252.2.0622,Vocals Level (Intermediate),Fall 2013,Closed,Music & Theater Arts,Almaden Community Center,3,2013-11-16T00:00:00,2013-12-21T00:00:00,10:40:00,11:25:00,6,12,Sa,3.75,5,75
212.2.0610,Music Together,Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,12,2013-09-27T00:00:00,2013-11-22T00:00:00,10:30:00,11:15:00,0,5,F,6.75,9,212
212.2.0606,Piano Beethoven Beginners,Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,09:00:00,09:45:00,4,5,Sa,5.25,7,108
212.2.0602,Piano Keyboard (Beginner),Fall 2013,Cancelled,Music & Theater Arts,Berryessa Community Center,0,2013-09-09T00:00:00,2013-10-28T00:00:00,15:30:00,16:15:00,6,12,M,0,0,108
212.2.0609,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,4,2013-09-14T00:00:00,2013-11-02T00:00:00,12:30:00,13:15:00,6,12,Sa,5.25,7,108
212.2.0600,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,11:30:00,12:15:00,6,12,Sa,5.25,7,108
212.2.0603,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,6,2013-09-09T00:00:00,2013-10-28T00:00:00,16:20:00,17:05:00,6,12,M,5.25,7,108
212.2.0604,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,6,2013-09-09T00:00:00,2013-10-28T00:00:00,17:10:00,17:55:00,6,12,M,5.25,7,108
212.2.0607,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,10:40:00,11:25:00,6,12,Sa,5.25,7,108
212.2.0608,Piano Mozart Masters,Fall 2013,Closed,Music & Theater Arts,Berryessa Community Center,5,2013-09-14T00:00:00,2013-11-02T00:00:00,09:50:00,10:35:00,4,5,Sa,5.25,7,108
382.2.0646,Drumming (Intermediate),Fall 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-09-14T00:00:00,2013-11-02T00:00:00,11:30:00,12:15:00,6,12,Sa,0,0,122
382.2.0649,Drumming (Intermediate),Fall 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-11-16T00:00:00,2013-12-21T00:00:00,09:50:00,10:35:00,6,12,Sa,0,0,61
382.2.0647,Drumming for Beginners,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,10:40:00,11:25:00,6,12,Sa,6,8,122
382.2.0645,Guitar  (Intermediate),Fall 2013,Closed,Music & Theater Arts,Camden Community Center,2,2013-09-14T00:00:00,2013-11-02T00:00:00,09:00:00,09:45:00,6,12,Sa,6,8,122
382.2.0648,Guitar  (Intermediate),Fall 2013,Closed,Music & Theater Arts,Camden Community Center,7,2013-11-16T00:00:00,2013-12-21T00:00:00,09:00:00,09:45:00,6,12,Sa,3.75,5,61
382.2.0644,Guitar for Beginners,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,09:50:00,10:35:00,6,12,Sa,6,8,122
382.2.0640,Piano Keyboard Beginners,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,8,2013-09-10T00:00:00,2013-10-29T00:00:00,15:30:00,16:15:00,6,12,Tu,6,8,122
382.2.0641,Piano Keyboard Continuing,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,8,2013-09-10T00:00:00,2013-10-29T00:00:00,17:10:00,17:55:00,6,12,Tu,6,8,122
382.2.0642,Piano Keyboard Continuing,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,8,2013-09-10T00:00:00,2013-10-29T00:00:00,16:20:00,17:05:00,6,12,Tu,6,8,122
382.2.0650,Piano Keyboard Continuing,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,8,2013-11-12T00:00:00,2013-12-10T00:00:00,16:20:00,17:05:00,6,12,Tu,3.75,5,75
382.2.0651,Piano Keyboard Continuing,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,3,2013-11-12T00:00:00,2013-12-10T00:00:00,17:10:00,17:55:00,6,12,Tu,3.75,5,75
382.2.0652,Piano Keyboard Continuing,Fall 2013,Closed,Music & Theater Arts,Camden Community Center,7,2013-11-12T00:00:00,2013-12-10T00:00:00,15:30:00,16:15:00,6,12,Tu,3.75,5,75
382.2.0653,Piano Keyboard Continuing,Fall 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-11-16T00:00:00,2013-12-21T00:00:00,10:40:00,11:25:00,6,12,Sa,3.75,5,61
382.2.0654,Piano Keyboard Continuing,Fall 2013,Cancelled,Music & Theater Arts,Camden Community Center,0,2013-11-16T00:00:00,2013-12-21T00:00:00,11:30:00,12:15:00,6,12,Sa,3.75,5,61
294.2.0632,Piano Keyboard  (Continuing),Fall 2013,Closed,Music & Theater Arts,Cypress Community & Senior Center,7,2013-09-11T00:00:00,2013-10-30T00:00:00,16:05:00,16:50:00,6,12,W,6,8,122
294.2.0633,Piano Keyboard  (Continuing),Fall 2013,Closed,Music & Theater Arts,Cypress Community & Senior Center,5,2013-09-11T00:00:00,2013-10-30T00:00:00,16:55:00,17:40:00,6,12,W,6,8,122
294.2.0631,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Cypress Community & Senior Center,0,2013-09-11T00:00:00,2013-10-30T00:00:00,15:15:00,16:00:00,6,12,W,6,8,122
420.2.0600,Guitar Level 1,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-09-04T00:00:00,2013-09-04T00:00:00,16:35:00,17:20:00,6,12,W,0.75,1,84
420.2.0602,Guitar Level 1,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-10-23T00:00:00,2013-11-27T00:00:00,16:35:00,17:20:00,6,12,W,0,0,84
420.2.0604,Guitar Level 1,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2014-01-08T00:00:00,2014-02-12T00:00:00,16:35:00,17:20:00,6,12,W,0,0,84
420.2.0601,Guitar Level 2,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-09-04T00:00:00,2013-09-04T00:00:00,15:45:00,16:30:00,6,12,W,0.75,1,84
420.2.0603,Guitar Level 2,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-10-23T00:00:00,2013-11-27T00:00:00,15:45:00,16:30:00,6,12,W,0,0,84
420.2.0605,Guitar Level 2,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2014-01-08T00:00:00,2014-02-12T00:00:00,15:45:00,16:30:00,6,12,W,0,0,84
420.2.0608,Piano Keyboard Level 1,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-09-13T00:00:00,2013-10-18T00:00:00,16:35:00,17:20:00,6,12,F,0,0,84
420.2.0610,Piano Keyboard Level 1,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-11-01T00:00:00,2013-12-13T00:00:00,16:35:00,17:20:00,6,12,F,0,0,84
420.2.0609,Piano Keyboard Level 2 & up,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2013-09-13T00:00:00,2013-10-18T00:00:00,15:45:00,16:30:00,6,12,F,0,0,84
420.2.0613,Piano Keyboard Level 2 & up,Fall 2013,Cancelled,Music & Theater Arts,Emma Prusch Farm Park,0,2014-01-10T00:00:00,2014-02-14T00:00:00,15:45:00,16:30:00,6,12,F,0,0,84
214.2.0638,Drumming (Intermediate),Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-11-15T00:00:00,2013-12-20T00:00:00,17:25:00,18:10:00,6,12,F,0,0,53
214.2.0618,Drumming for Beginners,Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-09-13T00:00:00,2013-11-01T00:00:00,18:15:00,19:00:00,6,12,F,0,0,122
214.2.0600,Guitar - Beginner,Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-09-11T00:00:00,2013-10-16T00:00:00,16:15:00,17:15:00,7,14,W,0,0,65
214.2.0603,Guitar - Beginner,Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,10,2013-11-06T00:00:00,2013-12-18T00:00:00,16:15:00,17:15:00,7,14,W,6,6,65
214.2.0601,Guitar - Intermediate,Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,11,2013-09-11T00:00:00,2013-10-16T00:00:00,17:30:00,18:30:00,7,14,W,6,6,65
214.2.0604,Guitar - Intermediate,Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-11-06T00:00:00,2013-12-18T00:00:00,17:30:00,18:30:00,7,14,W,6,6,65
214.2.0627,Piano Beethoven Beginners,Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,6,2013-09-14T00:00:00,2013-11-02T00:00:00,10:25:00,11:10:00,4,5,Sa,6,8,122
214.2.0610,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-13T00:00:00,2013-11-01T00:00:00,15:45:00,16:30:00,6,12,F,6,8,122
214.2.0615,Piano Keyboard (Beginner),Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-09-13T00:00:00,2013-11-01T00:00:00,15:45:00,16:30:00,6,12,F,0,0,122
214.2.0620,Piano Keyboard (Beginner),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-09-14T00:00:00,2013-11-02T00:00:00,09:35:00,10:20:00,6,12,Sa,6,8,122
214.2.0628,Piano Keyboard (Beginner),Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-09-14T00:00:00,2013-11-02T00:00:00,11:15:00,12:00:00,6,12,Sa,0,0,122
214.2.0611,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-13T00:00:00,2013-11-01T00:00:00,16:35:00,17:20:00,6,12,F,6,8,122
214.2.0612,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-13T00:00:00,2013-11-01T00:00:00,17:25:00,18:10:00,6,12,F,6,8,122
214.2.0613,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-09-13T00:00:00,2013-11-01T00:00:00,18:15:00,19:00:00,6,12,F,6,8,122
214.2.0616,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-13T00:00:00,2013-11-01T00:00:00,16:35:00,17:20:00,6,12,F,6,8,122
214.2.0617,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-13T00:00:00,2013-11-01T00:00:00,17:25:00,18:10:00,6,12,F,6,8,122
214.2.0621,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-14T00:00:00,2013-11-02T00:00:00,08:45:00,09:30:00,6,12,Sa,6,8,122
214.2.0622,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-09-14T00:00:00,2013-11-02T00:00:00,10:25:00,11:10:00,6,12,Sa,6,8,122
214.2.0623,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-09-14T00:00:00,2013-11-02T00:00:00,11:15:00,12:00:00,6,12,Sa,6,8,122
214.2.0625,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-09-14T00:00:00,2013-11-02T00:00:00,08:45:00,09:30:00,6,12,Sa,6,8,122
214.2.0629,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-09-14T00:00:00,2013-11-02T00:00:00,12:05:00,12:50:00,6,12,Sa,6,8,122
214.2.0632,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-11-15T00:00:00,2013-12-20T00:00:00,15:45:00,16:30:00,6,12,F,3.75,5,75
214.2.0633,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-11-15T00:00:00,2013-12-20T00:00:00,16:35:00,17:20:00,6,12,F,3.75,5,75
214.2.0634,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-11-15T00:00:00,2013-12-20T00:00:00,17:25:00,18:10:00,6,12,F,3.75,5,75
214.2.0636,Piano Keyboard (Continuing),Fall 2013,Cancelled,Music & Theater Arts,Evergreen Community Center,0,2013-11-15T00:00:00,2013-12-20T00:00:00,15:45:00,16:30:00,6,12,F,3.75,5,75
214.2.0637,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-11-15T00:00:00,2013-12-20T00:00:00,16:35:00,17:20:00,6,12,F,3.75,5,75
214.2.0640,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-11-16T00:00:00,2013-12-21T00:00:00,08:45:00,09:30:00,6,12,Sa,3.75,5,75
214.2.0641,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,7,2013-11-16T00:00:00,2013-12-21T00:00:00,09:35:00,10:20:00,6,12,Sa,3.75,5,75
214.2.0642,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,8,2013-11-16T00:00:00,2013-12-21T00:00:00,10:25:00,11:10:00,6,12,Sa,3.75,5,75
214.2.0645,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-11-16T00:00:00,2013-12-21T00:00:00,08:45:00,09:30:00,6,12,Sa,3.75,5,75
214.2.0647,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,2,2013-11-16T00:00:00,2013-12-21T00:00:00,10:25:00,11:10:00,6,12,Sa,3.75,5,75
214.2.0648,Piano Keyboard (Continuing),Fall 2013,Closed,Music & Theater Arts,Evergreen Community Center,4,2013-11-16T00:00:00,2013-12-21T00:00:00,11:15:00,12:00:00,6,12,Sa,3.75,5,75
